1    0	429	0	26.408127	search
1    0	722	0	22.461758	search
1    0	759	0	22.283463	search
1    0	928	0	22.24125	search
1    0	1299	0	22.14991	search
1    0	65	0	21.969263	search
1    0	413	0	21.775393	search
1    0	1265	0	21.616974	search
1    0	76	0	21.312872	search
1    0	1009	0	21.275757	search
1    0	1118	0	20.814934	search
1    0	820	0	20.392618	search
1    0	911	0	19.89374	search
1    0	60	0	19.8326	search
1    0	541	0	19.636625	search
1    0	1090	0	18.953331	search
1    0	1421	0	18.83844	search
1    0	1335	0	18.72822	search
1    0	17	0	18.641407	search
1    0	603	0	18.484348	search
2    0	309	0	15.91026	search
2    0	790	0	15.506799	search
2    0	488	0	15.059998	search
2    0	526	0	14.914372	search
2    0	1156	0	14.470548	search
2    0	420	0	14.353997	search
2    0	797	0	14.197484	search
2    0	597	0	13.858844	search
2    0	1138	0	13.77074	search
2    0	562	0	13.752574	search
2    0	1236	0	13.537807	search
2    0	445	0	13.456743	search
2    0	1399	0	13.066323	search
2    0	611	0	13.04213	search
2    0	1078	0	12.694108	search
2    0	840	0	12.552275	search
2    0	451	0	12.14747	search
2    0	778	0	11.881193	search
2    0	1071	0	11.773929	search
2    0	605	0	11.711802	search
3    0	1181	0	15.458551	search
3    0	540	0	11.694517	search
3    0	469	0	10.342072	search
3    0	160	0	9.80164	search
3    0	1235	0	9.739914	search
3    0	445	0	9.663578	search
3    0	1266	0	9.647319	search
3    0	168	0	9.28281	search
3    0	1179	0	9.206259	search
3    0	398	0	9.05416	search
3    0	1314	0	8.904688	search
3    0	60	0	8.84757	search
3    0	1358	0	8.506297	search
3    0	1077	0	8.27988	search
3    0	100	0	8.268212	search
3    0	1393	0	8.040263	search
3    0	1133	0	8.025396	search
3    0	17	0	7.903102	search
3    0	1118	0	7.841504	search
3    0	914	0	7.828433	search
4    0	601	0	14.395986	search
4    0	746	0	13.032175	search
4    0	420	0	12.989768	search
4    0	77	0	12.3613405	search
4    0	179	0	11.822599	search
4    0	1267	0	11.741932	search
4    0	565	0	11.639341	search
4    0	175	0	11.535235	search
4    0	320	0	11.497508	search
4    0	1224	0	11.296001	search
4    0	72	0	10.971266	search
4    0	790	0	10.847888	search
4    0	1341	0	10.55858	search
4    0	571	0	10.507286	search
4    0	483	0	10.419052	search
4    0	530	0	10.329858	search
4    0	1134	0	10.177891	search
4    0	643	0	10.046498	search
4    0	633	0	9.978736	search
4    0	1226	0	9.903892	search
5    0	560	0	15.683407	search
5    0	398	0	15.530463	search
5    0	828	0	15.47756	search
5    0	483	0	15.134891	search
5    0	1358	0	14.982069	search
5    0	648	0	14.812028	search
5    0	664	0	14.653852	search
5    0	1105	0	14.586407	search
5    0	471	0	14.499658	search
5    0	257	0	14.2501545	search
5    0	656	0	14.246469	search
5    0	445	0	14.107079	search
5    0	1214	0	14.047792	search
5    0	389	0	13.930158	search
